trip_id,route_id,stop_id,speed_mps,feed_timestamp,vehicle_id
2181408:564657:568328,1,00213,0.8299999833106995,20:30:00,3490101813
2182126:568850:568900,702,S02079,0.0,21:00:00,3490101818
2199588:567916:568414,2,00377,10.270000457763672,19:59:00,3490101922
2182052:567115:568902,701,09157,8.329999923706055,20:45:00,3490102103
2181051:565741:568374,31,00254,11.65999984741211,20:30:00,3490101689
2199392:566817:568954,501,S02077,7.5,20:30:00,3490101816
2199393:564079:568992,501,S02039,0.0,21:00:00,3490101360
2181275:564089:568390,601,S02039,0.0,20:37:00,3490101817
2182090:568877:568898,702,09211,12.220000267028809,20:45:00,3490102102
2199434:566619:568478,4,S00504,0.0,20:45:00,3490101821
2181983:566431:568892,7,S00052,5.829999923706055,21:15:00,3490102101
2192740:565877:568283,16,S00502,0.0,20:47:00,3490101367
2199589:567831:568518,2,02013,4.420000076293945,20:59:00,3490101808
2181777:567706:568355,14,S02083,0.0,21:02:00,3490101254
2192648:566860:568502,16,S00503,0.0,20:45:00,3490101684
2181780:567638:568336,15,00629,6.429999828338623,20:30:00,3490101901
2181515:563235:568958,11,S00505,0.0,20:45:00,3490101258
2192707:567428:568568,22,S02080,0.0,21:00:00,3490101683
2181407:567667:568447,1,S02070,0.0,21:00:00,3490101686
2181414:565057:568524,1,S02070,13.329999923706055,20:20:00,3490102106
2199545:567882:568951,502,S02037,0.0,21:00:00,3490101920
2199428:565509:568242,4,09165,10.270000457763672,20:45:00,3490101482
2182154:564316:569001,802,00223,15.630000114440918,20:55:00,3490101046
2181870:567295:568421,7,S02081,0.0,21:00:00,3490102105
2199504:564602:568508,502,S00090,11.380000114440918,20:55:00,3490101840
2199328:563629:568994,501,S02077,0.0,21:00:00,3490101364
2181687:564726:568487,10,00692,0.0,20:55:00,3490101831
2181456:563680:568970,6,S02070,0.0,21:00:00,3490101366
2182202:567524:568897,701,S09227,0.0,21:00:00,3490101825
2181430:568654:568906,11,S02084,0.0,21:05:00,3490101510
2181413:565543:568442,1,00205,0.0,20:50:00,3490101812
2181638:566287:568457,15,00623,7.769999980926514,20:24:00,3490101923
