trip_id,route_id,stop_id,speed_mps,feed_timestamp,vehicle_id
2181313:564023:568414,2,00317,5.550000190734863,13:59:00,3490101813
2204802:563619:568895,701,S09227,0.0,14:42:00,3490101818
2182025:564222:568910,701,S00292,6.380000114440918,14:30:00,3490101922
2182388:568214:568422,12,00266,10.829999923706055,14:26:00,3490101827
2181362:565271:568933,1,00441,13.050000190734863,13:50:00,3490101361
2182139:564146:568913,802,02031,0.8299999833106995,14:30:00,3490101368
2181770:567690:568958,14,09137,10.0,14:10:00,3490101811
2192727:566209:568891,16,00464,8.329999923706055,13:55:00,3490102103
2182024:566701:568954,701,00510,1.940000057220459,14:15:00,3490101803
2181697:565888:568374,7,00744,13.609999656677246,14:30:00,3490101689
2192635:564626:568532,16,00367,9.15999984741211,14:15:00,3490101816
2181314:567556:568381,2,09333,8.329999923706055,14:29:00,3490101826
2181046:563350:568490,31,02067,0.0,14:30:00,3490101838
2199480:566142:568976,502,S09033,13.050000190734863,14:25:00,3490101817
2181170:564695:568960,19,09114,5.0,14:27:00,3490101480
2182076:568614:568929,702,S09209,8.609999656677246,14:15:00,3490101365
2199415:563517:568925,4,00361,0.0,14:10:00,3490101821
2181626:565279:568354,15,00565,7.21999979019165,14:26:00,3490102101
2181533:563654:568283,6,00556,8.609999656677246,14:15:00,3490101367
2181343:564368:568518,2,S00426,7.449999809265137,14:00:00,3490101808
2182023:563404:568951,701,00734,10.550000190734863,14:00:00,3490101254
2199298:567080:568502,501,S00427,5.550000190734863,14:30:00,3490101684
2181739:567100:568923,13,S02082,3.2899999618530273,14:31:00,3490101901
2182350:565453:568390,601,S02080,0.0,14:37:00,3490102104
2181312:566001:568419,2,09161,8.329999923706055,13:29:00,3490101359
2181680:566119:568323,10,09104,8.880000114440918,14:25:00,3490101683
2199367:564411:568429,501,09128,13.050000190734863,14:15:00,3490101686
2181423:567530:568572,1,00205,0.0,14:20:00,3490101255
2192665:566148:568894,22,00683,12.770000457763672,14:16:00,3490101479
2181599:567421:568400,15,00689,7.769999980926514,14:00:00,3490102106
2181363:566450:568361,1,00259,0.0,14:05:00,3490101805
2181600:566688:568288,15,00077,5.829999923706055,14:30:00,3490101478
2199312:567116:568951,501,S02077,0.0,14:38:00,3490101920
2199478:564276:568365,502,S02037,8.880000114440918,13:55:00,3490101687
2182192:563875:568242,701,00283,10.829999923706055,14:25:00,3490101482
2181656:566037:568424,7,S00818,4.71999979019165,14:00:00,3490101502
2199481:566882:569001,502,S02078,0.0,14:40:00,3490101046
2192728:566915:568520,16,00239,9.4399995803833,14:25:00,3490102105
2181707:566591:568447,7,S00400,0.0,14:04:00,3490101840
2181438:568813:568957,11,00383,7.769999980926514,14:03:00,3490101369
2199311:563634:568261,501,S02076,15.829999923706055,14:26:00,3490101364
2199567:563356:568902,4,S00504,4.440000057220459,14:15:00,3490101831
2182405:564890:568495,601,00814,11.380000114440918,14:50:00,3490101477
2204797:568605:568916,702,09208,14.15999984741211,14:30:00,3490101370
2181288:564337:568504,601,S00426,10.0,14:09:00,3490101837
2182309:563298:568432,12,09100,2.7699999809265137,14:25:00,3490101807
2181087:565507:568970,32,09153,11.380000114440918,14:14:00,3490101366
2181383:564549:568948,1,S02070,0.0,14:35:00,3490101506
2181059:565682:568571,31,00425,8.609999656677246,14:00:00,3490101839
2181625:567243:568260,15,00560,1.3799999952316284,13:56:00,3490101510
2199479:564905:568442,502,S00413,11.9399995803833,14:10:00,3490101812
2182381:565479:568551,601,S00127,7.21999979019165,14:22:00,3490101923
