trip_id,route_id,stop_id,speed_mps,feed_timestamp,vehicle_id
2181321:564773:568414,2,09076,8.050000190734863,17:59:00,3490101813
2199497:563857:568900,502,S00413,0.0,17:58:00,3490101818
2181231:564970:568910,19,09107,7.21999979019165,18:20:00,3490101922
2181395:568053:568422,1,S02042,5.829999923706055,17:21:00,3490101827
2181057:565520:568328,32,02063,14.720000267028809,17:45:00,3490102402
2181320:565032:568419,2,00376,12.770000457763672,17:29:00,3490101368
2182230:567469:568898,702,00284,10.550000190734863,18:15:00,3490101811
2182120:568761:568902,702,S09210,12.220000267028809,18:15:00,3490102103
2181276:563720:568504,601,S02039,0.0,18:07:00,3490101803
2181054:563329:568374,32,00322,7.769999980926514,18:15:00,3490101689
2199385:568201:568954,501,S02039,0.0,18:21:00,3490101816
2181350:563779:568381,2,00279,0.0,17:30:00,3490101826
2182355:567637:568390,602,S02080,11.9399995803833,18:03:00,3490101688
2192672:566114:568490,22,00752,10.550000190734863,18:14:00,3490101838
2181446:568635:568992,11,S00506,8.84000015258789,18:05:00,3490101360
2199423:563230:568923,4,09175,13.609999656677246,18:14:00,3490101817
2181633:567968:568487,15,00001,0.0,17:57:00,3490102102
2199383:567460:568929,501,09182,9.15999984741211,17:57:00,3490101365
2199575:565247:568896,4,09077,9.15999984741211,18:10:00,3490101821
2182041:566899:568892,701,01017,13.880000114440918,18:15:00,3490102101
2181390:564826:568283,1,00148,14.15999984741211,17:35:00,3490101367
2199579:563702:568518,2,00433,0.0,18:00:00,3490101808
2181607:563307:568355,15,00468,7.769999980926514,18:00:00,3490101254
2181774:567653:568502,14,S00400,4.159999847412109,18:10:00,3490101684
2199384:565855:568336,501,09128,10.899999618530273,18:09:00,3490101901
2199498:565426:568430,502,02072,11.9399995803833,18:10:00,3490102104
2181684:566115:568958,10,00871,10.270000457763672,17:55:00,3490101258
2182177:568222:568931,801,09240,10.270000457763672,18:20:00,3490101683
2182119:568718:568941,702,S02040,6.940000057220459,18:00:00,3490101951
2182148:565773:568994,802,00148,11.9399995803833,18:20:00,3490101929
2181872:566127:568400,7,00402,11.65999984741211,18:03:00,3490102106
2181746:564049:568361,13,00097,9.15999984741211,18:01:00,3490101805
2181865:567129:568559,7,00396,8.329999923706055,18:00:00,3490101481
2199499:565562:568951,502,00739,0.0,18:25:00,3490101920
2181632:566469:568365,15,00656,6.110000133514404,17:28:00,3490101687
2199539:566601:568242,502,S00357,4.71999979019165,18:22:00,3490101482
2182241:566043:569001,701,S02036,5.550000190734863,18:15:00,3490101046
2199386:565665:568520,501,S02039,0.0,18:33:00,3490102105
2181389:564398:568447,1,00259,3.880000114440918,18:05:00,3490101840
2181477:564434:568261,6,09120,3.3299999237060547,18:10:00,3490101364
2182368:564792:568495,602,S00126,6.659999847412109,18:18:00,3490101477
2192735:567208:568970,16,00452,8.329999923706055,17:55:00,3490101366
2182121:568580:568948,702,S02079,0.0,18:30:00,3490101506
2181074:566487:568524,31,03027,7.21999979019165,18:00:00,3490101825
2192701:565598:568571,22,00832,0.27000001072883606,18:07:00,3490101839
2181036:563846:568442,31,S02070,0.0,18:30:00,3490101812
